,SNP,CHR_igv,BP,EFFECTSIZE,SE,P,snps_class_up,snps_class_down,locus_id,GENE,sgd_id
1029,1030,III,136159,-0.406832184593002,0.144190889611168,0.0050506624573878,ORF,Verified ORF,YCR011C,ADP1,SGDID:S000000604
1030,1031,III,136656,-0.394231828952449,0.144430729019505,0.0066597228816381,ORF,Verified ORF,YCR011C,ADP1,SGDID:S000000604
1031,1032,III,136789,-0.37181860358325,0.144458457487837,0.0104638071489649,ORF,Verified ORF,YCR011C,ADP1,SGDID:S000000604
1032,1033,III,137654,-0.387739993305179,0.152675638332165,0.0115251928836756,Promoter,Promoter,YCR012W_NFR/NDR,,
1033,1034,III,139688,-0.389990246840279,0.144506348353506,0.0072940813645986,ORF,Verified ORF,YCR014C,POL4,SGDID:S000000607
1034,1035,III,142872,-0.32278629577879,0.157111061080923,0.0406620813891295,Other features,LTR,YCRCdelta7,YCRCdelta7,SGDID:S000006833
1035,1036,III,143226,-0.415756334856707,0.146241490689807,0.0047299522321481,Close to 3'-UTR,Close to 3'-UTR,YCR016W,YCR016W,SGDID:S000000609
1036,1037,III,143428,-0.387474907784783,0.146238248171757,0.0084207549686249,Promoter,Promoter,YCR016W_NFR/NDR,,
1037,1038,III,143912,-0.37679897627047,0.147556093305621,0.0110812868155389,ORF,Uncharacterized ORF,YCR016W,YCR016W,SGDID:S000000609
1038,1039,III,145017,-0.38416194690153,0.143827158214959,0.0079127736942886,ORF,Verified ORF,YCR017C,CWH43,SGDID:S000000610
1039,1040,III,145505,-0.387497879156224,0.143929135947596,0.0074346678010997,ORF,Verified ORF,YCR017C,CWH43,SGDID:S000000610
1040,1041,III,146875,-0.423525435081328,0.145899062639211,0.0039300353597056,ORF,Verified ORF,YCR017C,CWH43,SGDID:S000000610
1041,1042,III,147639,-0.359095194751422,0.144284059049488,0.0132774288011152,Promoter,Promoter,YCR017C_NFR/NDR,,
1042,1043,III,147975,-0.370395206387092,0.146493478370678,0.0118933932637507,Unstable transcript,XUT,XUT_3F-65,,
1043,1044,III,147986,-0.378025128265558,0.145703812020429,0.009868334912211,Unstable transcript,XUT,XUT_3F-65,,
1044,1045,III,148171,-0.401416754518644,0.15364762698053,0.0093701927592092,Unstable transcript,XUT,XUT_3F-65,,
1045,1046,III,148833,-0.456898900631549,0.147960113594938,0.0021747666799138,ORF,Verified ORF,YCR018C,SRD1,SGDID:S000000611
1046,1047,III,149289,-0.37756614275583,0.144724147364874,0.0094704738734368,Close to 3'-UTR,Close to 3'-UTR,YCR018C,SRD1,SGDID:S000000611
1047,1048,III,150845,-0.31569498887354,0.152016280679528,0.0385505376665556,Other features,LTR,YCRCtau1,YCRCtau1,SGDID:S000007429
1048,1049,III,151509,-0.276618965370347,0.168587372838645,0.10172862054056,Close to 3'-UTR,Close to 3'-UTR,YCR018C-A,YCR018C-A,SGDID:S000007230
1049,1050,III,151520,-0.505556414096667,0.301703389885665,0.0946876093342444,Close to 3'-UTR,Close to 3'-UTR,YCR018C-A,YCR018C-A,SGDID:S000007230
1050,1051,III,151537,-0.803547850862491,0.308997324751832,0.0096999962453895,Other features,LTR,YCRWdelta10,YCRWdelta10,SGDID:S000006837
1051,1052,III,151544,-0.786152513894573,0.308323599881559,0.0112016029662227,Other features,LTR,YCRWdelta10,YCRWdelta10,SGDID:S000006837
1052,1053,III,151549,-0.488511498202419,0.317896682946645,0.125262866403808,Other features,LTR,YCRWdelta10,YCRWdelta10,SGDID:S000006837
1053,1054,III,151550,-0.217249586962487,0.320704396801979,0.498587157467697,Other features,LTR,YCRWdelta10,YCRWdelta10,SGDID:S000006837
1054,1055,III,151550,-0.646901500556703,0.596428320573287,0.278827656014731,Other features,LTR,YCRWdelta10,YCRWdelta10,SGDID:S000006837
1055,1056,III,152080,-0.371034440826048,0.150098857392291,0.013909365556204,Close to 3'-UTR,Close to 3'-UTR,YCR018C-A,YCR018C-A,SGDID:S000007230
1056,1057,III,152269,-0.379384940374536,0.144313552461432,0.0089407430908488,Close to 3'-UTR,Close to 3'-UTR,YCR018C-A,YCR018C-A,SGDID:S000007230
1057,1058,III,153973,-0.366774069827882,0.290405375706615,0.207432572523599,Close to 3'-UTR,Close to 3'-UTR,YCR019W,MAK32,SGDID:S000000612
1058,1059,III,156729,-0.392731552259672,0.143564103662342,0.0065415110837558,ORF,Verified ORF,YCR021C,HSP30,SGDID:S000000615
1059,1060,III,158006,-0.361570723694142,0.144021204305429,0.0125011828455236,Unstable transcript,SUT,SUT032,,
1060,1061,III,163856,-0.306501452376969,0.144421323786429,0.0345107079936548,ORF,Uncharacterized ORF,YCR025C,YCR025C,SGDID:S000000620
1061,1062,III,165283,-0.361751268121322,0.143152252804148,0.0119390046592794,ORF,Verified ORF,YCR026C,NPP1,SGDID:S000000621
1062,1063,III,165304,-0.358417787439038,0.143506509452208,0.0129593481497377,ORF,Verified ORF,YCR026C,NPP1,SGDID:S000000621
1063,1064,III,166390,-0.34174647577411,0.144290092875908,0.0183999083610002,Promoter,Promoter,YCR026C_NFR/NDR,,
1064,1065,III,166515,-0.319127661543447,0.147676201412291,0.0313677233773057,Other features,Replication,ARS310,ARS310,SGDID:S000028487
1065,1066,III,168031,-0.331397943370537,0.143781086760185,0.0217530138181392,Close to 3'-UTR,Close to 3'-UTR,YCR027C,RHB1,SGDID:S000000622
1066,1067,III,170404,-0.336261473056405,0.143785207729112,0.0199117292729112,Close to 3'-UTR,Close to 3'-UTR,YCR028C,FEN2,SGDID:S000000623
1067,1068,III,177081,-0.395018714751177,0.144391209413239,0.0065382043603483,Promoter,Promoter,snR65_NFR/NDR,,
1068,1069,III,177336,-0.378110965000777,0.145813211983529,0.0099066373222749,Close to 3'-UTR,Close to 3'-UTR,YCR030C,SYP1,SGDID:S000000626
1069,1070,III,178885,-0.431490804374952,0.149723121220366,0.0041943677790243,Promoter,Promoter,CUT048_NFR/NDR,,
1070,1071,III,181268,-0.36371123983259,0.144650261227214,0.0123669130859313,ORF,Verified ORF,YCR032W,BPH1,SGDID:S000000628
1071,1072,III,181487,-0.391885256158512,0.14761618359925,0.0082959461307617,ORF,Verified ORF,YCR032W,BPH1,SGDID:S000000628
1072,1073,III,186935,-0.443816853978449,0.142678118306738,0.0020189630914828,ORF,Verified ORF,YCR033W,SNT1,SGDID:S000000629
1073,1074,III,187346,-0.44203232691896,0.143017693810285,0.0021551474880241,ORF,Verified ORF,YCR033W,SNT1,SGDID:S000000629
1074,1075,III,187956,-0.477669880779137,0.146657636767636,0.0012349704340296,ORF,Verified ORF,YCR033W,SNT1,SGDID:S000000629
1075,1076,III,188758,-0.474522453606141,0.142381560071069,0.0009509910893648,ORF,Verified ORF,YCR033W,SNT1,SGDID:S000000629
1076,1077,III,188786,-0.479469925963051,0.14216904205827,0.0008273791312883,ORF,Verified ORF,YCR033W,SNT1,SGDID:S000000629
1077,1078,III,188904,-0.503512957800352,0.142115592966631,0.000448784727,ORF,Verified ORF,YCR033W,SNT1,SGDID:S000000629
1078,1079,III,188979,-0.495487895546051,0.142357129432336,0.0005629975509195,ORF,Verified ORF,YCR033W,SNT1,SGDID:S000000629
1079,1080,III,189025,-0.478698847387014,0.142428442268075,0.000861649732749,ORF,Verified ORF,YCR033W,SNT1,SGDID:S000000629
1080,1081,III,189052,-0.474470500077798,0.14272295082919,0.0009789804894033,ORF,Verified ORF,YCR033W,SNT1,SGDID:S000000629
1081,1082,III,189158,-0.490825982255025,0.142147827183495,0.0006219102434838,ORF,Verified ORF,YCR033W,SNT1,SGDID:S000000629
1082,1083,III,190765,-0.416952973730679,0.143226207068486,0.0038297314632515,ORF,Verified ORF,YCR034W,ELO2,SGDID:S000000630
1083,1084,III,195779,-0.474868356294188,0.142556069788511,0.0009564826463122,ORF,Verified ORF,YCR037C,PHO87,SGDID:S000000633
1084,1085,III,196679,-0.485725678147652,0.142954436425464,0.0007569180775276,ORF,Verified ORF,YCR037C,PHO87,SGDID:S000000633
1085,1086,III,196680,-0.517325217183268,0.142891138348724,0.0003371626907844,ORF,Verified ORF,YCR037C,PHO87,SGDID:S000000633
1086,1087,III,196733,-0.548811217283037,0.142556802492436,0.0001403393371516,ORF,Verified ORF,YCR037C,PHO87,SGDID:S000000633
1087,1088,III,197297,-0.532769068118132,0.142811573271928,0.0002225312248304,Promoter,Promoter,YCR037C_NFR/NDR,,
1088,1089,III,198109,-0.526275824275726,0.141391912034611,0.0002298349431208,ORF,Verified ORF,YCR038C,BUD5,SGDID:S000000634
1089,1090,III,198110,-0.526275824275726,0.141391912034611,0.0002298349431208,ORF,Verified ORF,YCR038C,BUD5,SGDID:S000000634
1090,1091,III,198164,-0.526275824275726,0.141391912034611,0.0002298349431208,ORF,Verified ORF,YCR038C,BUD5,SGDID:S000000634
1091,1092,III,198348,-0.569229853494172,0.141513634212766,7.04827490035813e-05,ORF,Verified ORF,YCR038C,BUD5,SGDID:S000000634
1092,1093,III,198615,-0.57983657493728,0.141636326886492,5.26351326073931e-05,ORF,Verified ORF,YCR038C,BUD5,SGDID:S000000634
1093,1094,III,201026,-1.02843486022108,0.285343738722404,0.0003581246849797,Other features,Mating-related region,MATALPHA,MATALPHA,SGDID:S000029699
1094,1095,III,203261,-0.557405190030882,0.14161513731782,9.97824052683108e-05,ORF,Verified ORF,YCR042C,TAF2,SGDID:S000000638
1095,1096,III,204854,-0.569832867230649,0.141623562372839,7.01584908450767e-05,ORF,Verified ORF,YCR042C,TAF2,SGDID:S000000638
1096,1097,III,204897,-0.566609903065588,0.142034749866905,8.06176963861165e-05,ORF,Verified ORF,YCR042C,TAF2,SGDID:S000000638
1097,1098,III,204903,-0.55502365846848,0.142031333456754,0.0001116695582132,ORF,Verified ORF,YCR042C,TAF2,SGDID:S000000638
1098,1099,III,207966,-0.459074564348528,0.141639586258176,0.0013038037223516,Promoter,Promoter,YCR044C_NFR/NDR,,
1099,1100,III,207999,-0.441989316548365,0.142453535112827,0.0020723174490717,Promoter,Promoter,YCR044C_NFR/NDR,,
1100,1101,III,208066,-0.436772365180462,0.145364083722014,0.002848606930452,Promoter,Promoter,YCR044C_NFR/NDR,,
1101,1102,III,208086,-0.438711396657866,0.148764916631438,0.00340023144844,Promoter,Promoter,YCR044C_NFR/NDR,,
1102,1103,III,208234,-0.493393605538351,0.141530955810955,0.00055188754843,ORF,Verified ORF,YCR045C,RRT12,SGDID:S000000641
1103,1104,III,208660,-0.444479843587286,0.142753931061101,0.0019991489685025,ORF,Verified ORF,YCR045C,RRT12,SGDID:S000000641
1104,1105,III,208696,-0.44636193294418,0.14194731337706,0.0018044538575928,ORF,Verified ORF,YCR045C,RRT12,SGDID:S000000641
1105,1106,III,208702,-0.44001977724936,0.14219789961507,0.0021293968217879,ORF,Verified ORF,YCR045C,RRT12,SGDID:S000000641
1106,1107,III,210472,-0.129539493579574,0.143974799664394,0.36887344200885,Unstable transcript,XUT,XUT_3F-99,,
1107,1108,III,210757,-0.115073988253886,0.144033542461296,0.424863104102421,Unstable transcript,XUT,XUT_3F-99,,
1108,1109,III,211348,-0.108535640098597,0.14355232289126,0.450111326558303,ORF,Verified ORF,YCR047C,BUD23,SGDID:S000000643
1109,1110,III,211722,-0.0190058392174404,0.167753059127057,0.909859874284615,Promoter,Promoter,YCR048W_NFR/NDR,,
1110,1111,III,211881,-0.151702434954169,0.143436921422123,0.290949778615392,ORF,Dubious ORF,YCR049C,YCR049C,SGDID:S000000645
1111,1112,III,211998,-0.193620223376991,0.14338893500063,0.177780058650294,ORF,Dubious ORF,YCR049C,YCR049C,SGDID:S000000645
1112,1113,III,212095,-0.232561277720243,0.144190170285056,0.107664426330344,ORF,Dubious ORF,YCR049C,YCR049C,SGDID:S000000645
1113,1114,III,214156,-0.0106375346668404,0.143789302258011,0.941068190955384,ORF,Uncharacterized ORF,YCR051W,YCR051W,SGDID:S000000647
1114,1115,III,217647,0.0979451599098674,0.144329995145055,0.497823578909269,ORF,Verified ORF,YCR053W,THR4,SGDID:S000000649
1115,1116,III,218280,0.280619157303068,0.325849393602905,0.389716435981021,Close to 3'-UTR,Close to 3'-UTR,YCR053W,THR4,SGDID:S000000649
1116,1117,III,218769,0.0542350379590852,0.146059279721412,0.710620403365314,ORF,Verified ORF,YCR054C,CTR86,SGDID:S000000650
1117,1118,III,219050,0.0282565450392772,0.144712673743953,0.845302027974248,ORF,Verified ORF,YCR054C,CTR86,SGDID:S000000650
1118,1119,III,221006,-0.075167881906113,0.14439275126813,0.602986210594588,ORF,Verified ORF,YCR057C,PWP2,SGDID:S000000653
1119,1120,III,221813,-0.0820944594334306,0.14418301756034,0.569462606315078,ORF,Verified ORF,YCR057C,PWP2,SGDID:S000000653
1120,1121,III,222829,-0.0051519240013914,0.144658045140469,0.971609876456997,ORF,Verified ORF,YCR057C,PWP2,SGDID:S000000653
1121,1122,III,224310,0.148396463057166,0.14586700922966,0.309688074406891,Promoter,Promoter,YCR060W_NFR/NDR,,
1122,1123,III,224773,0.301469581794985,0.312342155105794,0.335110318502896,Close to 3'-UTR,Close to 3'-UTR,YCR059C,YIH1,SGDID:S000000655
1123,1124,III,226294,-0.0273198863534443,0.144351554026586,0.849998296300343,ORF,Verified ORF,YCR061W,TVS1,SGDID:S000000657
1124,1125,III,226510,-0.0338974271627301,0.144196862813967,0.814284946481433,ORF,Verified ORF,YCR061W,TVS1,SGDID:S000000657
1125,1126,III,227816,-0.0948583397310415,0.146985255078967,0.519113440665319,Promoter,Promoter,tS(CGA)C_NFR/NDR,,
1126,1127,III,228048,-0.0713579519625933,0.14444983364982,0.621614722238973,Promoter,Promoter,tS(CGA)C_NFR/NDR,,
1127,1128,III,229226,-0.038057703735465,0.152020084179889,0.80246499826668,Promoter,Promoter,YCR065W_NFR/NDR,,
1128,1129,III,229272,-0.100446991469186,0.155131890764148,0.51773304292917,Promoter,Promoter,YCR065W_NFR/NDR,,
1129,1130,III,229351,-0.114276016310732,0.144476275083751,0.429494143360968,ORF,Verified ORF,YCR065W,HCM1,SGDID:S000000661
1130,1131,III,230175,-0.0547324923971687,0.143917160692845,0.703947359865614,ORF,Verified ORF,YCR065W,HCM1,SGDID:S000000661
1131,1132,III,233663,0.0082586574587306,0.144290778636441,0.954389417187684,ORF,Verified ORF,YCR067C,SED4,SGDID:S000000663
1132,1133,III,234438,-0.055436474058243,0.144037904049596,0.700562396173153,ORF,Verified ORF,YCR067C,SED4,SGDID:S000000663
1133,1134,III,235617,-0.0387785291894672,0.144460930049625,0.788520455275986,ORF,Verified ORF,YCR067C,SED4,SGDID:S000000663
1134,1135,III,237105,0.183141471940553,0.14345963744304,0.202580469816123,Promoter,Promoter,YCR068W_NFR/NDR,,
1135,1136,III,238714,0.0989321386081182,0.143581006374874,0.491254750176194,ORF,Verified ORF,YCR068W,ATG15,SGDID:S000000664
1136,1137,III,238914,0.137122398937956,0.144304993856213,0.342647396914753,Promoter,Promoter,YCR069W_NFR/NDR,,
1137,1138,III,241126,0.0988476073169589,0.144184074216718,0.493437197865051,ORF,Verified ORF,YCR072C,RSA4,SGDID:S000000668
1138,1139,III,242447,0.0254601829731436,0.190287191987523,0.893637984795711,Promoter,Promoter,YCR072C_NFR/NDR,,
1139,1140,III,242578,0.0625308865385459,0.144678756132274,0.66585629593326,Unstable transcript,XUT,XUT_3F-108,,
1140,1141,III,245238,0.130918423684683,0.144927865885179,0.366964106523122,ORF,Verified ORF,YCR073C,SSK22,SGDID:S000000669
1141,1142,III,247158,0.175403602112337,0.143360342617393,0.221951132677015,ORF,Verified ORF,YCR073W-A,SOL2,SGDID:S000000718
1142,1143,III,247980,0.323406590615914,0.328263227504536,0.325198139656317,Close to 3'-UTR,Close to 3'-UTR,YCR073W-A,SOL2,SGDID:S000000718
1143,1144,III,248454,0.135241102154989,0.143705285172747,0.347296971217911,ORF,Verified ORF,YCR075C,ERS1,SGDID:S000000671
1144,1145,III,249311,0.115825555085413,0.156608725719355,0.460043036162374,ORF,Verified ORF,YCR076C,FUB1,SGDID:S000000672
1145,1146,III,249928,0.0866792913564532,0.144382499343387,0.548661643298608,ORF,Verified ORF,YCR076C,FUB1,SGDID:S000000672
1146,1147,III,251255,0.0007248681153403,0.14478736240336,0.996008289753419,ORF,Verified ORF,YCR077C,PAT1,SGDID:S000000673
1147,1148,III,251274,-0.0024366187358709,0.14478730946216,0.986582580077823,ORF,Verified ORF,YCR077C,PAT1,SGDID:S000000673
1148,1149,III,251879,0.0015900575045337,0.144689361991288,0.991238066534755,ORF,Verified ORF,YCR077C,PAT1,SGDID:S000000673
1149,1150,III,251939,-0.005668411749201,0.14452812442644,0.968737056415227,ORF,Verified ORF,YCR077C,PAT1,SGDID:S000000673
1150,1151,III,252801,0.0429604097233106,0.144465605288369,0.766355411598807,Promoter,Promoter,YCR079W_NFR/NDR,,
1151,1152,III,253109,0.0216494844968791,0.143862718584961,0.880466273037563,ORF,Verified ORF,YCR079W,PTC6,SGDID:S000002133
1152,1153,III,253118,0.0366878395625924,0.143899387441787,0.798906481157282,ORF,Verified ORF,YCR079W,PTC6,SGDID:S000002133
1153,1154,III,253321,0.0525087941506357,0.144021686827976,0.715636167828277,ORF,Verified ORF,YCR079W,PTC6,SGDID:S000002133
1154,1155,III,253394,0.0411903627826822,0.144531327840086,0.775816919934825,ORF,Verified ORF,YCR079W,PTC6,SGDID:S000002133
1155,1156,III,254361,0.0825014134840775,0.144792392499829,0.569181836003835,Promoter,Promoter,YCR081W_NFR/NDR,,
1156,1157,III,254926,0.0286004171869808,0.144592786417846,0.843315593732291,ORF,Verified ORF,YCR081W,SRB8,SGDID:S000000677
1157,1158,III,256359,0.0545743481923066,0.144699403618396,0.706283797903861,ORF,Verified ORF,YCR081W,SRB8,SGDID:S000000677
1158,1159,III,256593,0.0544284311632746,0.145172169915192,0.707942649144789,ORF,Verified ORF,YCR081W,SRB8,SGDID:S000000677
1159,1160,III,256989,0.131509666926389,0.144286508395279,0.362681298673111,ORF,Verified ORF,YCR081W,SRB8,SGDID:S000000677
1160,1161,III,257462,0.118227549845059,0.144054818680772,0.412364084154837,ORF,Verified ORF,YCR081W,SRB8,SGDID:S000000677
1161,1162,III,258273,0.164887736801713,0.144102179049655,0.253298661702422,ORF,Verified ORF,YCR081W,SRB8,SGDID:S000000677
1162,1163,III,258343,0.16496800450264,0.144333975143855,0.253829644554596,ORF,Verified ORF,YCR081W,SRB8,SGDID:S000000677
1163,1164,III,258579,0.21252676796421,0.144056327982662,0.141022393128584,ORF,Verified ORF,YCR081W,SRB8,SGDID:S000000677
1164,1165,III,258768,0.225630261414101,0.144396275719219,0.119048203179863,Promoter,Promoter,YCR082W_NFR/NDR,,
1165,1166,III,258781,0.222897359094812,0.144113307564359,0.122836125415657,Promoter,Promoter,YCR082W_NFR/NDR,,
1166,1167,III,258828,0.234057710138085,0.143552470698125,0.103894507849007,Promoter,Promoter,YCR082W_NFR/NDR,,
1167,1168,III,259020,0.281404112853607,0.144551882922942,0.0523594956942293,ORF,Verified ORF,YCR082W,AHC2,SGDID:S000000678
1168,1169,III,259458,0.308280645363154,0.143666852870039,0.032570247830626,Promoter,Promoter,YCR083W_NFR/NDR,,
1169,1170,III,260010,0.614654020748222,0.216404451503418,0.00476840499049,Close to 3'-UTR,Close to 3'-UTR,YCR082W,AHC2,SGDID:S000000678
1170,1171,III,261281,0.0918802680369978,0.144465207305863,0.525186762122348,ORF,Verified ORF,YCR084C,TUP1,SGDID:S000000680
1171,1172,III,262631,0.156968459330521,0.144330470939313,0.27753014427549,Promoter,Promoter,YCR085W_NFR/NDR,,
1172,1173,III,265059,-0.196771253408542,0.144494936515222,0.174133710302519,Promoter,Promoter,YCR088W_NFR/NDR,,
1173,1174,III,267625,-0.162286595098925,0.145237446446222,0.264588335527301,ORF,Verified ORF,YCR089W,FIG2,SGDID:S000000685
1174,1175,III,272925,-0.172687212090124,0.157706503744801,0.274267099766631,Other features,Replication,ARS316,ARS316,SGDID:S000028491
1175,1176,III,273446,-0.0932195662398831,0.148677054572259,0.531068709663433,Close to 3'-UTR,Close to 3'-UTR,YCR090C,YCR090C,SGDID:S000000686
1176,1177,III,273631,-0.171985938123327,0.149314962229018,0.250169101681956,Close to 3'-UTR,Close to 3'-UTR,YCR090C,YCR090C,SGDID:S000000686
1177,1178,III,274530,-0.19324271855077,0.145708654210475,0.185622028953825,ORF,Verified ORF,YCR091W,KIN82,SGDID:S000000687
1178,1179,III,274845,-0.190106571672853,0.144362870003798,0.188737754261891,ORF,Verified ORF,YCR091W,KIN82,SGDID:S000000687
1179,1180,III,275765,-0.134684869929343,0.145489997749037,0.355217268416381,ORF,Verified ORF,YCR091W,KIN82,SGDID:S000000687
1180,1181,III,278462,-0.162998850835624,0.145414980361775,0.263083046354647,ORF,Verified ORF,YCR092C,MSH3,SGDID:S000000688
1181,1182,III,278675,-0.129727212429803,0.145783540026494,0.374146101544474,ORF,Verified ORF,YCR092C,MSH3,SGDID:S000000688
1182,1183,III,278791,-0.112050379309644,0.14672033449829,0.445555922302452,ORF,Verified ORF,YCR092C,MSH3,SGDID:S000000688
1183,1184,III,282537,-0.0912948368792275,0.148353452326959,0.538695478444516,ORF,Verified ORF,YCR093W,CDC39,SGDID:S000000689
1184,1185,III,284743,-0.117394420640067,0.146397446014865,0.4231569662783,ORF,Verified ORF,YCR093W,CDC39,SGDID:S000000689
1185,1186,III,285299,-0.0957925075300408,0.146932740858408,0.514858968853054,ORF,Verified ORF,YCR093W,CDC39,SGDID:S000000689
1186,1187,III,285659,-0.0846729188002358,0.147745309959626,0.566941496443273,ORF,Verified ORF,YCR093W,CDC39,SGDID:S000000689
1187,1188,III,286180,-0.133684328030327,0.151037921566815,0.376702826399909,ORF,Verified ORF,YCR093W,CDC39,SGDID:S000000689
